Lat,Lon,Cls,country_code,state,Alt,Alt_zone
31.388834,-74.87357,Cfa,US,North Carolina,0.0,1
34.64981,-73.767876,Cfa,US,North Carolina,0.0,1
41.05088,-82.903244,Dfa,US,Ohio,282.0,3
40.473198,-73.664345,Cfa,US,New York,0.0,1
35.96181,-76.85289,Cfa,US,North Carolina,17.0,1
39.857143,-81.803345,Cfa,US,Ohio,310.0,3
44.46203,-71.758255,Dfb,US,Vermont,381.0,3
34.38608,-77.16339,Cfa,US,North Carolina,0.0,1
36.7745,-77.61039,Cfa,US,Virginia,83.0,2
40.15503,-75.51935,Cfa,US,Pennsylvania,49.0,2
38.342373,-69.325005,Cfa,US,Massachusetts,0.0,1
36.12977,-71.536705,Cfa,US,North Carolina,0.0,1
38.830345,-81.79867,Cfa,US,West Virginia,203.0,3
42.967884,-73.41815,Dfb,US,New York,198.0,3
38.693462,-78.842064,Cfa,US,Virginia,431.0,3
41.66449,-72.52829,Dfa,US,Connecticut,119.0,3
33.152805,-72.913445,Cfa,US,North Carolina,0.0,1
35.16655,-71.734825,Cfa,US,North Carolina,0.0,1
41.231773,-77.40358,Dfb,US,Pennsylvania,366.0,3
39.034794,-66.67544,Cfa,US,Massachusetts,0.0,1
39.838345,-68.213135,Cfa,US,Massachusetts,0.0,1
41.320183,-79.973076,Dfb,US,Pennsylvania,415.0,3
30.540323,-73.807205,Cfa,US,North Carolina,0.0,1
37.35551,-70.93712,Cfa,US,New York,0.0,1
38.101967,-81.452415,Cfa,US,West Virginia,379.0,3
38.03837,-83.335,Cfa,US,Kentucky,350.0,3
40.588352,-74.19059,Cfa,US,New York,8.0,1
44.2867,-68.04098,Dfb,US,Maine,0.0,1
39.881226,-75.91242,Cfa,US,Pennsylvania,185.0,3
41.61265,-79.59278,Dfb,US,Pennsylvania,493.0,3
44.68558,-74.49508,Dfb,US,New York,429.0,3
44.17555,-69.06113,Dfb,US,Maine,21.0,1
38.87028,-79.88004,Dfb,US,West Virginia,595.0,4
34.802612,-75.99876,Cfa,US,North Carolina,0.0,1
33.530987,-70.48965,Cfa,US,North Carolina,0.0,1
43.038544,-75.51429,Dfb,US,New York,244.0,3
